FIRE_NAME,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
OR-MAF-090,2006,Lightning,2.5,44.2425,-119.3263889,OR
WAMMEN,2006,Lightning,10,45.37888889,-103.17,SD
RESUMEDERO,2006,Lightning,2.5,36.91888889,-106.77,NM
OR-MAF-091,2006,Lightning,2.5,44.28222222,-119.2816667,OR
CABIN,2006,Lightning,2.5,34.34027778,-111.1133333,AZ
OR-MAF-096,2006,Lightning,2.5,44.09916667,-119.0094444,OR
BUCHOLZ,2006,Lightning,5,45.58694444,-104.0819444,MT
OR-MAF-097,2006,Lightning,2.5,44.14166667,-119.3580556,OR
SYCAMORE,2006,Lightning,5,34.39583333,-111.3113889,AZ
"LAMBS CREEK",2006,"Debris Burning",5,35.27222222,-82.72833333,NC
"JOHNSON CREEK",2006,Lightning,10,34.71138889,-94.1725,AR
CORRAL,2006,Lightning,5,37.86361111,-109.7930556,UT
ONION,2006,Lightning,5,44.96166667,-118.7877778,OR
DRY,2006,Lightning,5,34.39944444,-111.2472222,AZ
JONES,2006,Lightning,2.5,34.52916667,-111.2775,AZ
PEABODY,2006,Lightning,2.5,45.78055556,-104.5613889,MT
OR-MAF-098,2006,Lightning,5,44.24055556,-118.9416667,OR
"HELL CANYON",2006,Lightning,2.5,37.65138889,-108.2191667,CO
OR-MAF-100,2006,Lightning,5,44.35166667,-119.2180556,OR
CUTACROSS,2006,Lightning,10,45.38944444,-108.9502778,MT
"EIGHT POINT WFU",2006,Lightning,5,37.62666667,-109.75,UT
OR-MAF-101,2006,Lightning,2.5,44.36444444,-119.2841667,OR
"WOODS MOUNTAIN",2006,Lightning,5,35.75166667,-82.06916667,NC
THOMPSON,2006,Lightning,2.5,34.31083333,-111.1061111,AZ
"COOPER SPRING WFU",2006,Lightning,10,37.78472222,-109.9311111,UT
OR-MAF-103,2006,Lightning,2.5,44.71555556,-118.8061111,OR
"BIFZ #2340",2006,Lightning,2.5,43.8975,-118.8747222,OR
"PEAVINE WFU",2006,Lightning,10,37.76805556,-109.8594444,UT
OR-MAF-104,2006,Lightning,2.5,44.52416667,-118.8258333,OR
DODGE,2006,Campfire,2.5,38.13444444,-119.9833333,CA
SIGNAL,2006,Lightning,2.5,40.73388889,-120.8336111,CA
OR-MAF-030,2006,Lightning,5,44.12361111,-118.3269444,OR
OR-MAF-107,2006,Lightning,2.5,44.53694444,-118.7730556,OR
FAYE,2006,Lightning,10,38.87972222,-119.8497222,CA
OR-MAF-129,2006,Lightning,2.5,44.30222222,-119.2494444,OR
OR-MAF-033,2006,Lightning,2.5,44.24,-118.4933333,OR
"BIFZ #2399",2006,Lightning,2.5,43.86666667,-119.2072222,OR
"BIG WALL",2006,Lightning,5,44.94638889,-119.6488889,OR
ZULA,2006,Lightning,5,34.15305556,-111.3858333,AZ
ARROWHEAD,2006,Lightning,2.5,43.9475,-119.4502778,OR
REEK,2006,Lightning,2.5,34.36055556,-111.1594444,AZ
"RED BLUFF",2006,Lightning,10,37.59,-109.8222222,UT
OR-MAF-036,2006,Lightning,2.5,44.24055556,-118.5433333,OR
"BIFZ #2406",2006,Lightning,2.5,43.99638889,-118.9863889,OR
OR-MAF_039,2006,Lightning,2.5,44.19055556,-118.6786111,OR
OR-MAF-042,2006,Lightning,2.5,44.07083333,-118.4875,OR
HONEWELL,2006,Campfire,5,38.2375,-119.3375,CA
FRAZIER,2006,Lightning,2.5,45.14861111,-118.6336111,OR
HIDDEN,2006,Lightning,2.5,44.86305556,-118.9425,OR
OR-MAF-045,2006,Lightning,2.5,44.17527778,-118.3788889,OR
OR-MAF-048,2006,Lightning,2.5,44.55555556,-118.4427778,OR
OR-MAF-062,2006,Lightning,2.5,44.265,-118.4125,OR
OR-MAF-076,2006,Lightning,5,44.1825,-118.5738889,OR
OR-MAF-078,2006,Smoking,2.5,44.06083333,-118.3988889,OR
OR-MAF-102,2006,Lightning,2.5,44.10361111,-118.5930556,OR
"BIFZ #2409",2006,Lightning,2.5,43.8075,-119.3125,OR
"BIFZ #2420",2006,Lightning,2.5,43.89861111,-119.3577778,OR
"JOB CORP",2006,Lightning,5,34.49583333,-93.88472222,AR
"GRASSY KNOB",2006,Campfire,2.5,35.47527778,-82.61722222,NC
"LAUREL MOUNTAIN",2006,Lightning,10,35.35583333,-82.69833333,NC
NINO,2006,Lightning,2.5,36.22138889,-106.76,NM
EAST,2006,"Equipment Use",5,34.56194444,-118.6813889,CA
NORTH,2006,Miscellaneous,5,34.63444444,-118.7322222,CA
COW,2006,Lightning,10,38.45027778,-119.6180556,CA
ORACLE,2006,Lightning,2.5,34.47694444,-118.0758333,CA
PLACERITA,2006,Arson,2.5,34.37416667,-118.4288889,CA
JUNIPER,2006,"Equipment Use",2.5,34.51444444,-118.2388889,CA
BULL,2006,Lightning,5,38.44416667,-119.6194444,CA
LAFOE,2006,Lightning,2.5,48.63,-115.6561111,MT
DOLMAR,2006,Lightning,2.5,48.54944444,-115.2983333,MT
JIGGS,2006,Lightning,2.5,48.88833333,-114.7808333,MT
"WARLAND LION",2006,Lightning,2.5,48.51777778,-115.1702778,MT
"FLOWER CREEK 5",2006,Campfire,2.5,48.34944444,-115.5744444,MT
"STEVENS PROPERTY",2006,Lightning,2.5,48.29944444,-115.85,MT
SQUIRREL,2006,Miscellaneous,2.5,34.70388889,-119.3080556,CA
"CARP RIVER #1",2006,Campfire,2.5,46,-84.69694444,MI
"TRENT ROAD",2006,Miscellaneous,10,35.21666667,-82.75,NC
POLAR,2006,Children,2.5,34.85527778,-119.1752778,CA
TONTO,2006,Lightning,5,34.39083333,-111.0941667,AZ
PARK,2006,Miscellaneous,2.5,34.81944444,-118.9505556,CA
PROSPECT,2006,Lightning,2.5,40.60333333,-121.3505556,CA
ARCO,2006,Miscellaneous,25,34.89027778,-118.9133333,CA
GREEN,2006,Lightning,5,34.22111111,-111.1869444,AZ
TILLMAN,2006,Miscellaneous,2.5,38.87416667,-119.7413889,NV
SEVEN,2006,Lightning,2.5,34.40083333,-111.1836111,AZ
SAN,2006,Lightning,2.5,34.88861111,-119.2733333,CA
SIERRA,2006,Children,2.5,38.75,-119.8138889,CA
MCMANNUS,2006,Lightning,2.5,37.42,-107.1694444,CO
SPRING,2006,Lightning,2.5,34.80944444,-119.1775,CA
CAMP,2006,Lightning,5,34.80972222,-119.1786111,CA
BRUSH,2006,Lightning,2.5,34.88777778,-119.2288889,CA
BLUE,2006,Lightning,2.5,34.88694444,-119.2311111,CA
TANK,2006,Children,2.5,34.83166667,-119.1652778,CA
CHRUCH,2006,Miscellaneous,2.5,34.81888889,-118.9927778,CA
MASH,2006,Lightning,2.5,34.78527778,-119.2602778,CA
"CARP RIVER #2",2006,Campfire,5,46,-84.69277778,MI
NARROW'S,2006,Miscellaneous,5,46.2,-86.83833333,MI
"FIRST ONE",2006,"Debris Burning",5,45.80222222,-86.83361111,MI
CHISOLM,2006,Miscellaneous,10,32.05944444,-89.54694444,MS
SILLAS,2006,Campfire,2.5,36.05138889,-106.6030556,NM
"BIG WHEELS",2006,Children,10,30.95555556,-89.28638889,MS
MAVERICK,2006,Lightning,2.5,37.84222222,-109.66,UT
BARTH,2006,"Debris Burning",15,30.6825,-89.41527778,MS
FATBOY,2006,Arson,10,30.92222222,-88.99194444,MS
"NORTH LONG POINT WFU",2006,Lightning,5,37.86833333,-109.82,UT
WATER,2006,Lightning,5,34.77555556,-119.2766667,CA
BUCK,2006,Lightning,2.5,34.74972222,-119.6083333,CA
FRIEZ,2006,Lightning,2.5,46.56305556,-110.6125,MT
LONG,2006,Lightning,2.5,34.785,-119.3191667,CA
CLOUDBURST,2006,Lightning,2.5,34.86861111,-119.1602778,CA
MIGDIO,2006,Lightning,2.5,34.87166667,-119.1858333,CA
OR-MAF-110,2006,Lightning,2.5,44.19833333,-119.3516667,OR
"PARK 2",2006,Lightning,2.5,34.84305556,-119.1955556,CA
LOCK,2006,Lightning,2.5,34.71861111,-119.1191667,CA
RIDGE,2006,Lightning,35,34.90083333,-119.2794444,CA
OR-MAF-114,2006,Lightning,2.5,44.26916667,-119.4044444,OR
"SANDY FLATS",2006,Lightning,15,43.94305556,-102.4011111,SD
BOY,2006,Lightning,5,34.76583333,-119.1705556,CA
OR-MAF-115,2006,Lightning,2.5,44.22944444,-119.2877778,OR
TOP,2006,Lightning,2.5,34.83694444,-119.1991667,CA
CONVICT,2006,Smoking,2.5,37.61138889,-118.8394444,CA
"LINE CANYON",2006,Lightning,5,38.46805556,-112.4813889,UT
HIGH,2006,Lightning,5,46.70944444,-110.2211111,MT
"WEST FORK",2006,Lightning,5,46.26916667,-110.5147222,MT
"MORGAN KNOB #2",2006,Arson,10,35.69,-93.76,AR
CHUTE,2006,Lightning,5,47.78861111,-112.71,MT
OR-MAF-116,2006,Lightning,2.5,44.72222222,-118.7408333,OR
FISH,2006,Lightning,5,37.54388889,-119.0527778,CA
FLAT,2006,Lightning,2.5,37.69805556,-119.0211111,CA
"HOOVER GATE",2006,Lightning,2.5,46.70138889,-110.525,MT
SADDLE,2006,Lightning,2.5,34.87,-119.2002778,CA
CORRAL,2006,Lightning,2.5,34.8725,-119.1875,CA
"MIGDIO 2",2006,Lightning,5,34.8725,-119.1875,CA
MESA,2006,Lightning,5,34.79027778,-119.2413889,CA
WOOD,2006,Lightning,5,34.79027778,-119.1488889,CA
"20 MINUTE",2006,Lightning,2.5,37.68361111,-119.0363889,CA
SHEEP,2006,Campfire,5,37.69111111,-118.9133333,CA
SCENIC,2006,Miscellaneous,2.5,37.67666667,-119.0061111,CA
OR-MAF-105,2006,Lightning,2.5,44.25333333,-119.2866667,OR
O'HARREL,2006,Lightning,2.5,37.75722222,-118.7319444,CA
SHOOTING,2006,Miscellaneous,10,37.66555556,-118.9136111,CA
OR-MAF-119,2006,Lightning,5,44.52111111,-119.1666667,OR
PEDRITO,2006,Lightning,2.5,36.15138889,-106.7844444,NM
MARIAN,2006,Lightning,2.5,34.87361111,-119.1875,CA
OR-MAF-120,2006,Lightning,5,44.55277778,-119.2394444,OR
ADOBE,2006,Miscellaneous,5,34.75944444,-119.0975,CA
PCT,2006,Lightning,2.5,37.59888889,-119.0630556,CA
DOME,2006,Lightning,2.5,37.74555556,-119.0188889,CA
FALLS,2006,Lightning,2.5,37.605,-119.0966667,CA
KING,2006,Lightning,2.5,37.61388889,-119.0930556,CA
"CHAIR 4",2006,Lightning,2.5,37.6425,-119.0275,CA
BACARDI,2006,Campfire,2.5,37.67361111,-118.9630556,CA
MISERY,2006,Lightning,2.5,37.66861111,-118.9997222,CA
"HOLE IN ONE",2006,Miscellaneous,2.5,37.655,-118.9855556,CA
OR-MAF-122,2006,Lightning,2.5,44.18305556,-119.4097222,OR
OX,2006,Lightning,2.5,34.12416667,-111.3816667,AZ
BASIN,2006,Lightning,2.5,34.21583333,-111.1761111,AZ
NATURAL,2006,Lightning,2.5,34.32638889,-111.4208333,AZ
"BANNING LANE",2006,Arson,5,35.34527778,-82.63527778,NC
RIDGEVIEW,2006,Miscellaneous,5,45.9575,-86.955,MI
NUTRIOSO,2006,Miscellaneous,5,33.95055556,-109.2188889,AZ
DRIP,2006,Lightning,2.5,34.38027778,-111.4194444,AZ
MATTRESS,2006,Campfire,2.5,45.5,-84.83333333,MI
HULL,2006,Miscellaneous,5,39.46083333,-122.95,CA
"DEER DANCER",2006,Miscellaneous,5,33.82777778,-109.1194444,AZ
"LOST LAKE",2006,"Debris Burning",5,46.30416667,-86.65583333,MI
EISENBRAUN,2006,Lightning,10,43.76027778,-101.5733333,SD
"HURRICANE GROVE",2006,Lightning,2.5,34.5275,-93.57388889,AR
"JOHN ROCK",2006,Campfire,5,35.2775,-82.79083333,NC
"KILPECKER POND",2006,Lightning,5,46.13166667,-86.52833333,MI
WINCHESTER,2006,Lightning,2.5,44.54277778,-104.4513889,WY
RIM,2006,Lightning,15,34.39444444,-111.1694444,AZ
SHED,2006,Miscellaneous,2.5,35.21361111,-82.77777778,NC
WINDMILL,2006,Lightning,5,33.95888889,-111.3536111,AZ
MURPHY,2006,Arson,2.5,34.50666667,-93.75888889,AR
TRAIL,2006,Lightning,2.5,34.39777778,-111.2097222,AZ
"CASTLE PEAK",2006,Lightning,5,44.06666667,-103.6808333,SD
POISON,2006,Lightning,2.5,34.39416667,-111.3494444,AZ
BILLY,2006,Campfire,5,34.13166667,-109.9322222,AZ
"HAMBURGER HILL",2006,Lightning,10,34.33833333,-94.64916667,OK
"DREAD IT",2006,Lightning,5,34.7325,-94.58611111,OK
VERDE,2006,Lightning,2.5,34.38583333,-111.2830556,AZ
"TATER TOT",2006,Lightning,5,34.33444444,-94.65194444,OK
CAR,2006,"Equipment Use",2.5,34.14333333,-111.3216667,AZ
PERLEY,2006,Lightning,2.5,34.36777778,-111.22,AZ
MOSSY,2006,Lightning,2.5,39.36916667,-120.4516667,CA
LOOKOUT,2006,Lightning,2.5,34.34527778,-111.1772222,AZ
ION,2006,Lightning,2.5,34.24222222,-111.2338889,AZ
TRAIL,2006,Lightning,2.5,39.36777778,-120.4836111,CA
OR-MAF-111,2006,Lightning,5,44.25277778,-118.2447222,OR
591,2006,Lightning,2.5,43.80388889,-121.9666667,OR
DAM,2006,Lightning,2.5,37.32916667,-118.9733333,CA
POISON,2006,Lightning,2.5,37.30833333,-118.9627778,CA
"RUINED WEEKEND",2006,Lightning,2.5,45.71,-114.465,MT
WISH,2006,Campfire,2.5,37.99833333,-118.9627778,CA
DIVERSION,2006,Lightning,2.5,37.33472222,-118.9744444,CA
"SWEDE STORM",2006,Lightning,2.5,48.36972222,-115.4866667,MT
"PROSPECT STORM",2006,Lightning,2.5,48.33388889,-115.5708333,MT
"JERRY'S FIRE",2006,Lightning,2.5,48.35027778,-115.4763889,MT
"GOPHER HILL",2006,Lightning,5,48.44138889,-115.2894444,MT
"PINE HILL",2006,Lightning,2.5,48.7325,-114.8819444,MT
MIDNIGHT,2006,Lightning,2.5,48.78027778,-115.0041667,MT
"MID DICKEY",2006,Lightning,2.5,48.71472222,-115.8125,MT
SCHOLFIELD,2006,Lightning,2.5,45.78666667,-114.6633333,ID
STERLING,2006,Lightning,2.5,48.62361111,-115.0941667,MT
"FLAT IRON 2",2006,Lightning,5,48.6925,-115.6602778,MT
MONO,2006,Lightning,5,37.34138889,-118.9863889,CA
TOUGH,2006,Lightning,2.5,45.74861111,-114.3513889,MT
ROUTE,2006,Lightning,2.5,37.32944444,-118.9686111,CA
WOODS,2006,Lightning,5,45.51305556,-114.4172222,MT
"HUGHES CREEK",2006,"Debris Burning",5,45.59916667,-114.1744444,MT
PETE1,2006,Lightning,2.5,45.70555556,-114.5736111,ID
"RAZERBACK  086",2006,Miscellaneous,2.5,43.47388889,-124.2352778,OR
"KILN 2",2006,Lightning,2.5,36.32611111,-115.8561111,NV
CRAWFORD,2006,Lightning,5,37.44083333,-112.3225,UT
HORTON,2006,Lightning,2.5,33.71361111,-109.3319444,AZ
CORRAL,2006,Lightning,10,36.1275,-115.6697222,NV
SUMMER,2006,Lightning,2.5,33.71555556,-109.3822222,AZ
APPALOOSA,2006,Lightning,15,36.12861111,-115.6997222,NV
WILDCAT,2006,Lightning,2.5,33.73083333,-109.4575,AZ
MEMORIAL,2006,Children,5,33.84583333,-109.3116667,AZ
"HEE HAW",2006,Lightning,2.5,46.16333333,-115.5,ID
JULY,2006,Lightning,10,36.095,-115.6122222,NV
OAK,2006,Lightning,2.5,37.32638889,-113.4480556,UT
BUFFALO,2006,Campfire,2.5,33.75944444,-109.3680556,AZ
NEWELL,2006,Miscellaneous,2.5,43.70194444,-103.7680556,SD
PIPO,2006,Lightning,2.5,33.74888889,-109.2794444,AZ
ASPEN,2006,Lightning,2.5,33.81638889,-109.3144444,AZ
"WILLOW CREEK",2006,Arson,5,40.89111111,-123.6036111,CA
HUBBARD,2006,Lightning,5,33.74972222,-109.0516667,AZ
TULE,2006,Miscellaneous,5,39.49194444,-123.0375,CA
"LYNX FLAT",2006,Lightning,2.5,48.45444444,-115.84,MT
"STANLEY PEAK",2006,Lightning,2.5,48.29694444,-115.9561111,MT
MARTIN,2006,Arson,2.5,40.8925,-123.6066667,CA
"WHOOPEE CREEK",2006,Lightning,2.5,48.25666667,-115.97,MT
"OLD HWY 2",2006,Lightning,2.5,48.64611111,-116.0344444,MT
"COUGAR RIDGE",2006,Lightning,2.5,48.66833333,-116.0211111,MT
"OAK GROVE",2006,Campfire,5,37.31722222,-113.4538889,UT
"ROCKY GULCH",2006,Lightning,2.5,48.58055556,-115.1916667,MT
"GEIBLER CREEK",2006,Lightning,5,48.61277778,-115.3194444,MT
ACCESS,2006,Arson,5,41.31527778,-123.5277778,CA
SPILLWAY,2006,Lightning,5,33.83694444,-109.0966667,AZ
"RENO SPRINGS",2006,Lightning,2.5,33.61277778,-109.435,AZ
BARK,2006,Lightning,2.5,41.45944444,-123.5677778,CA
DUMPSTER,2006,Miscellaneous,2.5,34.24166667,-117.87,CA
FORK,2006,Arson,2.5,40.89388889,-123.5975,CA
LOG,2006,Lightning,5,33.70944444,-109.1933333,AZ
CLINTS,2006,Lightning,2.5,34.60138889,-111.2597222,AZ
GLENDORA,2006,Arson,2.5,34.16,-117.845,CA
HALF,2006,Lightning,2.5,33.77583333,-109.1394444,AZ
BLUFF,2006,"Debris Burning",2.5,41.21,-123.6586111,CA
LUCE,2006,Lightning,5,33.73305556,-109.0752778,AZ
POINT,2006,Lightning,2.5,34.54361111,-111.4891667,AZ
RANGE,2006,Lightning,2.5,33.57666667,-109.4188889,AZ
MYRTLE,2006,Campfire,2.5,41.80416667,-123.0586111,CA
ECHO,2006,Lightning,5,34.61583333,-111.2244444,AZ
POWER,2006,Miscellaneous,5,41.28527778,-123.5797222,CA
BEAVERHEAD,2006,Miscellaneous,35,33.67472222,-109.2583333,AZ
"GRASS VALLEY",2006,Lightning,2.5,37.43444444,-113.4980556,UT
KIRKHAM,2006,Lightning,5,40.97916667,-123.6641667,CA
DANIEL,2006,Lightning,2.5,34.45555556,-111.3358333,AZ
CHIQUITA,2006,"Debris Burning",5,38.93527778,-120.7319444,CA
MANESS,2006,Lightning,5,33.71416667,-109.0780556,AZ
CAMPBELL,2006,Lightning,2.5,40.91583333,-123.5586111,CA
MONKEY,2006,Lightning,2.5,34.58694444,-111.4538889,AZ
CANDY,2006,Campfire,2.5,37.36055556,-113.4725,UT
INDIA,2006,Lightning,2.5,34.65611111,-111.295,AZ
BARDMAN,2006,Lightning,2.5,33.7575,-109.2566667,AZ
"LOLO CREEK",2006,Lightning,2.5,46.35583333,-115.7319444,ID
"CAMP CREEK",2006,Miscellaneous,2.5,41.29666667,-123.5636111,CA
ROCK,2006,Lightning,5,38.85111111,-120.7008333,CA
JAYCOX,2006,Lightning,2.5,34.84166667,-111.2513889,AZ
DANCE,2006,Arson,2.5,41.38916667,-123.4972222,CA
JIM,2006,Lightning,2.5,34.61583333,-111.2069444,AZ
"OAK GROVE",2006,Lightning,2.5,34.58694444,-111.4716667,AZ
EAGLE,2006,Lightning,5,38.76111111,-120.2666667,CA
MAD,2006,Miscellaneous,5,40.46388889,-123.5380556,CA
GROUSE,2006,Lightning,2.5,40.14833333,-123.1336111,CA
MAIDEN,2006,Lightning,2.5,38.64166667,-120.2083333,CA
RODEO,2006,Lightning,2.5,40.28472222,-123.3025,CA
ROCK,2006,Lightning,2.5,41.50166667,-123.6186111,CA
BROWN,2006,Lightning,2.5,33.69472222,-109.2511111,AZ
WHITETAIL,2006,Lightning,2.5,33.87833333,-109.1705556,AZ
"LEEDS CREEK",2006,Lightning,5,37.27694444,-113.3922222,UT
BEAR,2006,Miscellaneous,2.5,38.53666667,-120.2375,CA
HOLLOW,2006,Lightning,10,37.23972222,-113.5091667,UT
OTHERSIDE,2006,Lightning,2.5,33.87083333,-109.1619444,AZ
SAND,2006,Campfire,2.5,38.54638889,-120.3577778,CA
"LIGHTNING RIDGE",2006,Lightning,5,41.47416667,-123.6258333,CA
"TEN BEAR",2006,Lightning,2.5,41.55083333,-123.4327778,CA
STANSHAW,2006,Lightning,2.5,41.49277778,-123.4419444,CA
TREE,2006,Lightning,5,41.27138889,-123.5513889,CA
DEVIL,2006,Campfire,2.5,34.31,-117.9830556,CA
BROWN,2006,Lightning,5,45.00055556,-119.8380556,OR
GOLDMINE,2006,Arson,10,34.80805556,-93.60944444,AR
MOSQUITO,2006,Lightning,5,41.38888889,-123.6927778,CA
BAILEY,2006,Lightning,5,44.98638889,-109.7483333,WY
CAMP,2006,Arson,5,41.30166667,-123.5586111,CA
"LEE CITY",2006,Lightning,2.5,44.66444444,-109.7366667,WY
"MUDDY CREEK",2006,Lightning,2.5,44.92777778,-109.6791667,WY
"SQUAW CREEK",2006,Lightning,2.5,44.9025,-109.7072222,WY
BEANS,2006,Lightning,2.5,41.45027778,-123.6158333,CA
"SLIDE GULCH",2006,Lightning,2.5,41.33333333,-123.5580556,CA
CALVA,2006,Arson,2.5,34.62333333,-118.2883333,CA
CALTRANS,2006,"Equipment Use",2.5,34.66638889,-118.7630556,CA
FISH,2006,"Equipment Use",2.5,41.23722222,-123.6688889,CA
"BURNED CANE",2006,Arson,10,33.1325,-79.73777778,SC
LOOKOUT,2006,Lightning,2.5,41.55833333,-123.4877778,CA
"BLUE HOLE",2006,Lightning,2.5,34.73666667,-93.65,AR
"WET RIDGE",2006,Lightning,5,46.11666667,-86.4025,MI
MCCASH,2006,Lightning,2.5,41.52,-123.3633333,CA
HOTEL,2006,Lightning,2.5,34.70277778,-93.9,AR
LONG,2006,Lightning,2.5,41.51444444,-123.3902778,CA
STRONGS,2006,"Debris Burning",5,46.34583333,-84.96833333,MI
"FLATIRON SPRINGS",2006,Lightning,2.5,44.97888889,-119.7563889,OR
ANTENNA,2006,Lightning,2.5,41.26972222,-123.5066667,CA
RAWLS,2006,Lightning,5,34.62583333,-94.05416667,AR
YELLOWJACKET,2006,Lightning,2.5,44.98416667,-119.8547222,OR
JOHNSON,2006,Arson,15,34.65833333,-118.3430556,CA
BLUE,2006,Lightning,2.5,41.55444444,-123.7247222,CA
ONION,2006,Lightning,2.5,41.39972222,-123.73,CA
ELISHA,2006,Miscellaneous,5,37.09611111,-83.54972222,KY
"STRAWBERRY 2",2006,Campfire,2.5,46.45805556,-111.9563889,MT
JOHNSTON,2006,Lightning,2.5,40.10527778,-120.3852778,CA
BUS,2006,"Equipment Use",2.5,37.81444444,-119.8733333,CA
"DUTCH CREEK #5",2006,Lightning,5,34.96722222,-93.60888889,AR
"MONTGOMERY PARK",2006,Lightning,2.5,46.47194444,-111.8094444,MT
ROLAND,2006,Lightning,2.5,40.04444444,-120.2630556,CA
"MINERAL CREEK",2006,Lightning,5,47.19194444,-112.8369444,MT
OR-MAF-083,2006,"Debris Burning",2.5,44.18361111,-118.7644444,OR
"TREASURE MTN",2006,Lightning,2.5,46.46527778,-112.4161111,MT
"MILE POST 26.70",2006,Miscellaneous,5,41.21444444,-123.6538889,CA
"GARDNER SPRING",2006,Lightning,5,37.44194444,-113.7433333,UT
OR-MAF-124,2006,Lightning,2.5,44.585,-118.8191667,OR
SPRINGS,2006,Miscellaneous,5,34.46333333,-118.5072222,CA
HERMOSA,2006,"Equipment Use",2.5,34.61694444,-118.4105556,CA
PINTO,2006,"Equipment Use",5,37.54194444,-113.5180556,UT
OR-MAF-126,2006,Lightning,2.5,44.14444444,-119.3988889,OR
"RED METAL",2006,Lightning,2.5,45.04694444,-115.4033333,ID
745,2006,Lightning,2.5,43.83083333,-121.8983333,OR
"LAURANCE LAKE",2006,Campfire,2.5,45.54138889,-121.6611111,OR
"SIMS GULCH",2006,Lightning,5,41.32,-123.5580556,CA
OWL,2006,Lightning,5,41.3,-123.5897222,CA
ENCINO,2006,Lightning,2.5,36.13444444,-106.5219444,NM
"OTTER HOLE",2006,Miscellaneous,25,35.36916667,-82.72833333,NC
GAVIN,2006,Lightning,2.5,44.88916667,-115.7072222,ID
"COLLINS RIDGE 1",2006,Lightning,2.5,42.99333333,-122.8005556,OR
BASS,2006,Miscellaneous,5,45.59,-114.1416667,MT
BEE,2006,Lightning,5,33.16416667,-109.2036111,AZ
FISH,2006,Lightning,2.5,44.31111111,-104.2341667,WY
"LITTLE GRIZZLEY CRK",2006,"Equipment Use",2.5,40.5675,-106.5980556,CO
BABY,2006,Campfire,2.5,44.15,-107.15,WY
"BULL HILL",2006,Lightning,5,44.405,-104.0825,WY
"BABY WAGON",2006,Campfire,2.5,44.15,-107.1333333,WY
MOORE'S,2006,"Debris Burning",2.5,35.34166667,-82.63,NC
BLACK,2006,Lightning,2.5,44.56666667,-107.05,WY
"CANYON CREEK",2006,Lightning,5,44.11666667,-107.1333333,WY
SUNSET,2006,Lightning,10,33.14694444,-109.2333333,AZ
DEER,2006,Smoking,2.5,44.23333333,-107.2,WY
"GARLAND GULCH",2006,Lightning,5,44.85,-107.6,WY
PLACER,2006,Lightning,5,45.18027778,-115.3261111,ID
TONGUE,2006,Lightning,5,44.83333333,-107.3666667,WY
YONKEE,2006,Lightning,5,44.88333333,-107.3666667,WY
SPRING,2006,Lightning,5,33.14,-109.4938889,AZ
AUGER,2006,Lightning,15,33.50611111,-109.1477778,AZ
CITADEL,2006,Lightning,5,44.44111111,-103.9691667,SD
AUGUST,2006,Arson,5,37.41805556,-91.32777778,MO
"KNIGHT SPRING",2006,Lightning,2.5,44.45222222,-104.0416667,SD
"SATURDAY NIGHT",2006,Arson,10,33.01222222,-79.70638889,SC
MAITLAND,2006,Lightning,5,44.42277778,-103.8286111,SD
PHOEBE,2006,Lightning,2.5,44.90722222,-115.6830556,ID
"TARKIO #2",2006,Lightning,2.5,47.00861111,-114.7241667,MT
ROSEBUD,2006,Lightning,2.5,46.45416667,-115.7130556,ID
MATHER,2006,Miscellaneous,2.5,37.88361111,-119.8541667,CA
WYATT,2006,Lightning,2.5,45.03,-115.6483333,ID
TERRY,2006,Lightning,2.5,33.90055556,-109.1269444,AZ
STONE,2006,Lightning,2.5,33.81861111,-109.29,AZ
"CIRCLE BAR",2006,Lightning,5,34.45527778,-110.8569444,AZ
"HILLSIDE 1",2006,Lightning,5,33.95277778,-109.3627778,AZ
WILBURN,2006,Miscellaneous,2.5,39.89972222,-120.7511111,CA
SUNSHINE,2006,Lightning,2.5,46.25861111,-115.7525,ID
JENSEN,2006,Lightning,2.5,46.485,-115.7127778,ID
"DEWEY POINT",2006,Lightning,2.5,46.45555556,-115.6836111,ID
PEACHTREE,2006,"Equipment Use",5,40.97055556,-123.6291667,CA
"ILLINOIS RIVER",2006,Lightning,2.5,40.4075,-106.0419444,CO
"CAMP CREEK",2006,Lightning,2.5,40.96222222,-106.3136111,CO
SATURDAY,2006,Arson,10,33.01916667,-79.63305556,SC
TRAILBLAZER,2006,Arson,2.5,33.18666667,-79.76638889,SC
BROOM,2006,Lightning,2.5,36.1425,-106.4930556,NM
"RACE TRACK # 8",2006,Campfire,2.5,48.41333333,-115.5563889,MT
"FLOWER CREEK #6",2006,Campfire,2.5,48.34944444,-115.5744444,MT
"KILN 3",2006,Lightning,2.5,36.3375,-115.8527778,NV
PEAK,2006,Lightning,2.5,36.38638889,-115.7736111,NV
"LOWER SLIDE-362",2006,Lightning,5,42.64333333,-120.6908333,OR
SNAG,2006,Lightning,2.5,36.3875,-115.7705556,NV
WAGON,2006,Lightning,2.5,34.49722222,-110.8005556,AZ
AGNEW,2006,Campfire,2.5,37.67,-119.0780556,CA
"LAKE MOUNTAIN",2006,Lightning,2.5,34.15972222,-109.7730556,AZ
"MILL CREEK FIRE-340",2006,Lightning,5,42.65666667,-120.6213889,OR
"SPLIT CREEK",2006,Lightning,2.5,45.1125,-115.7802778,ID
